,neg_words,count,documents
20,안타깝다,1811,"['손고모가 디자인 이미지메이킹은 워낙잘하고 선거에서도 잘썼고.성격이 약간 모나긴함. 잘모르면서 우기는 아줌마스타일도 좀 있고.근데 화끈하고 뒤에서 음모나 수작 부릴스탈은 아님.', '중앙정부 예산으로 만들어준 닥터헬기.남경필 지사때 시작해서 이재명은 나중에 숟가락만 얹은 닥터헬기그것 하나 유지 못하고 폐지하는 구나.22', '그란데님 불편하죠. 다먹고서 한 번 헹굴겸 위에 뜯어내고 물로 헹구고 플라스틱만 분리합니다. 그냥 예전 팩 방식도 나왔으면 좋겠어요']"
21,무시,1746,"['발상의 전환님 산책도 저렇게 정상적으로 예쁘게 하는 게 부럽네요. 제 댕댕이는 노령에 뇌경색까지 와서 거의 대부분을 제가 포대기로 안고 걸어 다녀야 한답니다. ㅠ', '롤 일벤만 봐도 뭐 게시글 조회수가 만단위가 넘어가는 데 dc글 퍼와서 혐오와 선동이 난무하는 글에도 추천이 압도적인 곳입니다.2030대 지지율이 남아날리가요', '첩부는 옛날 주민증비닐코팅 같은거 만들 때 사진 인화지 뒷면을 벗겨내서 붙이는 방식을 의미할겁니다. 이력서도 사진 뒷면 벗겨서 붙이라고 명시했었죠.']"
22,부족,1696,"['mentalist님 역으로 생각하면 그간 정부나 국회에서 통신사랑 얼마나 서로 뒤를 봐주며 살았으면 저렇게들 사태파악도 못하고 싶기도 해요', '김베른님 그럼 앞으로 국짐당이 20대를 윤택하게 해 줄거라고 믿었다는 건데.바보 맞는데요? 아무리 생각해도 제가 20대를 바보라고 생각하지 말아야 할 이유가 없네요.', '단지도 크니 그냥 건설사 as기간 남았으니 설계부실로 건설사가 전동카드 두세대 사서 택배용으로 돌리면 되는데 이도싫고 저도싫고 모든 책임을 택배사에 떠넘기니 문제.']"
23,포기,1649,"['이거지. 휘몰아처서 마무리 하고 다음.언론개혁하고.다음. 이렇게 해야 국민들이 믿지.밍기적 거리며 하는 척하면 다음에 싹 떨어 뜨린다. 화이팅해', '몇몇 얘들이 페미 정책 통과시켜야 나불대니까 그렇죠. 조용히 있으면 차라리 나은데 지들이 먼저 나서서 점수를 까먹는거죠. 국힘당이 지지 받은 이유는 그냥 가만히 있어서 입니다.', '상쾌한전자파 일반 학교의 특수학급에는 학급 당 6명 이상 입급하지 못합니다.학교 여건이 안 되어 특수학급 증설을 못해서 어쩔 수 없더라도 8명을 넘겨 편성할 수는 없습니다.']"
24,아쉽다,1599,"['일본의 경우. 사립 의대가 많아서 들어가기 비교적 쉬운곳도 있어요.사립은 어느 정도 공부하면 돈만 있으면 들어갈 수 있는 곳도 많아서 우리 나라 의대 치의대 입시와는 달라요.', '회원권거래소 사이트가 있어요. 동아 에이스 등등가서 살펴보시고 결정하세요.보통 서울에서 가깝고 회원수가 적고 코스가 좋은 명문은 비쌉니다.', '딴데 가서 놀아라. 딱 보니 방구석 백수네. 진짜 이런 애들도 여기 있구나.천지분간도 안 되는 덜 떨어진 것.거기다 성깔은 gr이네.']"
25,가짜,1581,"['그런 걸로 댠군이라는 세속적 개념을 악마취급하는 교회는 정상이 아닙니다. 물론 그런 곳이 많습니다만.즉 궂이 그 사이비종교가 문제가 아니고 그건 핑계일 뿐일 겁니다.', '냅둬요서울시민들 코로나 확진자수 늘어나면 어찌 되는지 보게요서울시장이 오세훈인데또 국장들탓 하겠죠서울시 코로나 모든 대응은 국장전결이닌깐', '글쎄. 이겼으면 절대 바뀌는 것도 없었을 거고 대선은 그냥 필패였을 것 같은데요?물론 지금도 바뀔지 어떨진 모르겠지만 요.']"
26,사라지다,1467,"['그게 브라우저들이 막아버린 것들이 최근 이라 대응 못해서 차단되는 경우도 많아요.작년 말까지만 해도 왠만하면 열렸지만 올해 초에 크롬을 필두로 크게 바뀌었어요.', '코로나가 아직 해결되지 안됬음에도.무분별한 보수 집회의 허용이 되지 않을까 하는 겁니다.만에 하나라도 그렇게 된다면 정말.자영업하시는 분들은.어떻게 견디실지', '이 건도 그렇고 참여정부 시절 노 대통령을 향해 적극적으로 공격해 왔는데 노무현 탄핵소추안 투표때 반대표 던진걸로 희한하게 과거 세탁이 잘 되어 있어요.']"
27,없애다,1453,"['출사표 던진 후말하는 워딩 하나 하나 제 마음에 쏙 드네요.법사위원장으로도 맹활약 하셨는데원내대표 하셔도 잘하실거 같습니다', 'redxiii님 같은 무게 기준으로 크림소스보다 떡이 칼로리가 높습니다. 크림소스만 들어간 건 아닐테니 케바케겠지만.', '이준석의 파급력 인정해야죠.그 특유의 뻔뻔스러움과 얼토당토 않은 논리에 기가찰 때도 만힞만그냥 무시해서 만은 안됩니다.아마 다음번 2 2대에선 뱃지 딸 수도 있다고 봅니다.']"
28,분노,1428,"['호재보고 달려든게 아니라. 세력이 주가를 올리고 그 변동성 만 보고 일단 투자 뉴스. 이런 순으로 가는 거에요. 자사 연구원에 의해 되지도 않는 뉴스가 이렇게 갖춰졌다는 건.?', '50대 이상이라고 해서 남자가 더 우대 받았다고 는 생각하지 않습니다.폭력의 시대였지만 사회적 반대급부가 적었던 만큼 여성은 상대적으로 폭력에 덜 노출되었죠.', '풀어줘서 감염자가 늘면 민생을 위해서 조치를 취해도 정부가 안도와준다는 하나도 안먹힐 기적의 논리를 펴도 먹힐거 같아서 그러는 걸까요??']"
29,비난,1288,"['님 kalhein님 페미에 악이 받치거나 민주당에 원한이 맺힌 수준은 애저녁에 넘어갔습니다 그 정도 수준이었으면 저도 거론 안했을 거예요', '그 쇄신이되는 것들이였으면 이사단이 안났습니다. 그 늙은 수뇌부 페미들이 지금 페미들을 키워낸 장본인들입니다. 윗물이 썪었는데 아랫물이 깨끗할리가 없어요', '진우원님 알면서도 일부러 라는 말이 무슨 프레임 속으로 등을 떠밀으려 수작 부리는 것 같아 듣기 거북하군요.']"
