,neg_words,count,documents
0,패배,25,"['n 누가 봐도 lh라는 선거 패배 원인이 명확하게 존재하는 데 언급을 안하거나 이 사건의 본질을 흐리려는 사람들이 범인이겠죠. 일단 최초 제보자부터 들여다 봐야 하지 않을까요?', 'n 하밍기아님n불륜 패륜 쌍욕 음주운전 내부총질러 지지자세요? n선거에 맞춰 lh폭로에 선거 패배하게 한 그 분 지지자세요?nn하밍기아님은 혜경궁김씨인듯 한 디어문 지지자세요?', 'n 선거 패배의 책임을 누군가에 돌리고 싶다면 다른 사람이 아니라 자신에게 돌리세요 이런 분열적 글이 누구에게 도움이 됩니까? 민주당이 망하면 이낙연대표에게 도움이 됩니까?']"
1,쓰레기,18,"['n 그럼 퇴진글도 이재명? 와 완전 쓰레기네 n하긴 그 버릇 어디 가겠냐', 'n 이명박지지자나 이재명지지자나 쓰레기 좋아하는 게 이렇게 똑같을수가', 'n 넌 그냥 이거나 처먹어 이재명 닮은 쓰레기 새 꺄n']"
2,헛소리,15,"['n 대통령 지지율 40프로다 팟캐스트 헛소리에 휘둘리지 말고 40프로 친문이 곧 당원이다 잊지 말고 스피커들 손절후에 올바른 정치하시길그러면 본인 지지율은 무조껀 따라옵니다', 'n 선거 전에 헛소리만 질러대던 느그찢은 잘했고 피땜흘리며 선거운동하신 이낙연의원님이 뭐어째? 야야 팩트를 가져와 이야기해 머리에 돌만 넣어놨나.', 'n 이낙연이 총선 승리 180석 만들어줬더니 금붕어 마냥 다 까먹고 헛소리 하는 사람이 많다.']"
3,분란,14,"['n 니들이 봐도 민주당에서 이재명은 가망 없지?n그래서 lh 터뜨리고 멍청한 초선을 조종해 이 분란 일으킨 거지?n어쩌냐? 찢 들켰는데. 언플 좋아하다 지 발목 지가 잡았네?n', 'n 저거 제버릇 못고치고 여기서 혜경궁 시즌2 시작했구나. 배은망덕한 초선넘들도 열우당 시즌2로 쿠데타 일으키면서 당을 분란에 빠뜨리더니. 민주당에 있으면 안 될 종자들.', 'n 이재명지사 지지하시는 분들 이 제안에 반대하실 이유가 뭡니까? 이재명 사칭하는 자가 분란을 일으킨다면 이재명지사로서도 안좋은 일 아닙니까?']"
4,분탕질,14,"['n 그래서 이재명이 나가야 합니다n국짐당이 입 벌리고 기다리는 후보가 이재명n적폐 언론이 밀고 있는 이재명n민주당에서 분탕질 하는 오렌지충들n이재명은 아웃', 'n 당신이나 나가. 이낙연 및 동교동계가 늘 노통과 문통의 개혁을 반대해왔다. 당신도 그 패거리. 민주당 분탕질시키지 말고 그냥 안철수나 국짐당으로 가라', 'n 세상에 나가야 할게 누군데 여기서 분탕질인지? 전에 투표한 것도 못봤나 니네 대장 데리고 좀 나가주세요. 오렌지당 창당하면 딱 이지 않나']"
5,비판,13,"['n 권리당 원들의 초선 의원들에 대한 비판을 조소와 비아냥에 아프다로 해석하다니 어처구니가 없다. 이런 정무감각으로 국회의원을 하고 있다니 도대체 누가 공천한거냐?', 'n 뭐에 대한 원흉이란 것인지요? 무슨 밑도 끝도 없는 이런 글이나 쓰고 계십니까? 민주당을 위하신다면 근거를 가지고 건전한 비판을 해 주시기 바랍니다.', 'n 이재명을 비판하면 작전세력이고 원팀을 부르짖으며 이낙연의원님은 물어뜯고 싶어하는 바로 그런 집단인가요?']"
6,무시,12,"['n 지들이 속한 당원들 의견도 무시하는데 국민이 보일리 없고 일단 지들 잘나서 금뱃지 달았다고 믿으니 무서운게 없게죠.당게 게시글 제한도 보기싫어서 해놨을듯.', 'n 어떻게든 꼼수 쓰고 싶은.민주당 암덩 ㅓ리들이 만든n저런 득표반영률은.n권리당 원을 완전 무시하고 하찮게 보는 거죠머', 'n dearmo 으로 활약이 어마무시 하다는 소문이 손가락이 가려워서 어찌 참겟냐 꼭 설치다 중간도 못가지']"
7,걸리다,12,"['n 디어문이 지사님 인거 걸려서n니가 발악하는 걸로 보임 nn민주당 경선장에서 안철수 외친것들이 말이 많네n', 'n 초선족 공천한 이해찬은 민주당에서 당장 손 떼라 게시물 시간 걸려서 못 쓰는 것도 열 받아 죽겠네', 'n 24시긴 제한걸리니 미치고 펄쩍뛰나보네?n당게를 없애라하라 지령이라도 내렷냐?nlh배후는누구냐?']"
8,버리다,12,"['n 이 뭣같은 인간 아직도 그버릇 못버렸나봐? 혜경궁 아뒤로 적고 있냐? 어이구. 저런 어수룩한 거에 민주당이 휘둘리다니. 할배도 뭔 목줄이 잡힌지 모르겠지만 정신 차려라', 'n 더불어민주당 분탕종자 이재명을 감싼 n이해찬이 당적 버리고 나가야지nn이해찬이 당대표하면서 당 정 청에 피해만 주고 당원들 화병 생기게 했지', 'n 옳소은 말씀 입니다 잡범으로 전과 4범은 버리는 게 정답입니다 우린 애초에 중도 보수당 진보의 색도 있겠다 막히지 말고 나갑시다']"
9,부끄럽다,12,"['n 어 왜 자꾸 아닌척을.n이재명 이해찬 이재명 이해찬 이재명 이해찬 때문인거 나도 알고 당신도 알고 우 리 모두 알잖아요n지지하는 게 부끄러운가 왜 저래', 'n 초선뒤엔 이재명 씨가 있죠n왜 자꾸 우겨요 정말n우긴다고 누가 그걸 믿나n지지할거면 이렇게 사기치지 말고 당당하게 지지하세요n부끄러운건 아나 왜 저럼', 'n 대전 동구에 이장우만으로도 많이 부끄러웠는데n왜 걸출한 민주당 의원 하나가 없을까 했는데n대전의 다른 초선들과는 결이 다른 가봅니다.']"
10,소름,11,"['n 대박사건 n퇴진 반대 투표 올리고 수세 몰리니n조용하더니만 결국 정체 들통난거??n진짜 하는짓 마다 소름 돋네요', 'n 맞습니다 이재명은 민주당의 기생충 뻐꾸기 . 좋은 인재 다 쳐내고 지가 민주당을 차지하려고. 으 소름', 'n 이분 이낙연 탈당 투표 부치신분 아닌가요?nx소름이다n이재명은 초선5인 데리구 탈당해라']"
11,망치다,10,"['n 보궐선거 망치려고 lh 터뜨렸다는 거 당신들 계파에서도 알더라.n보궐선거에 숟가락 얹어 자기 이름 알리고 후보 이름 죽이는 게 대통령 자격?n무슨 정신없는 소리야?n', 'n 이재명탈당.그 찌끄레기덜도 조용히 나가주세요.누구덕에 의원됐는지.차분히 생각해보구.국민과 대통령님이 지키고 세운나라 망치지 말고.제발', 'n 보궐망치려고 lh터뜨리고 초선시켜 내부총질하는 전과4범 이재명이나 좀 나가라 진짜 찢지사 지지자들 수준도 딱 찢지사']"
12,욕하다,10,"['n 참고로 2 30대 남성들이 민주당 보고 가장 크게 욕하는 게 뭔지 아십니까? 페미당이랍니다. 이런 의견 들음 무슨 생각 드시오. 반성문감이오 아니오?', 'n 태극기부대 욕하는 국짐 단한마리도 없는데 저 미친 초선들은 대체 지지자를 뭘로보고. 아 그리고 니네지지자 아니세요 대통령 지지자일뿐.', 'n 이 글에 반대 누르면 내일 하루죙일 재수 없을 거다. n유치하다고 욕해도 좋아.n최소한 음흉하지는 않은 거니까.']"
