,neg_words,count,documents
32,애쓰다,117,"['n 애쓰시네요n뉴스타운 기사들 보면 답나오는데 그 걸 갖고 오셨네n일베출신 이재명 지지하려면 그 정도야 뭐n참 조중동처럼 뉴스타운도 불륜 민사 소송하는 이재명 굿 뉴스만 있더라는.', 'n 정의와 공정을 키치로 탄생한 민주정부는 조중동과 개검들의 바로 먹이감이 된다는 행간도 못 읽는 사람이 어디와서 음슝한 노림수를 쓰는고?.n콩씨 손가혁이란걸 숨기느라 애쓴다.', 'n 애쓰십니다.조국에 마음에 빚이 없는 사람이 개혁도 개판으로 만들어서 지지자들 표 다 떨어뜨린 패장이 무슨.그냥 평당원으로 남는건 이해해줄 테니 좀 찌그러져 있으세요']"
33,패하다,116,"['n 똥 밀 필 패 nn똥파리가 홍낙을 밀면 반드시 패한다nn이천파 똥파리가 홍과 낙연을 선택했다nn안타깝다 홍 낙 안녕히 잘가세요 nn이천파 똥파리 없는 좋은 세상에서 다시 만나요', 'n 분열의 아이콘 똥파리nn똥밀필패 똥파리가 밀면 반드시 패한다 nn전해철 경선패배 김진표 당대표 패배 이낙연 지지율 급락 nn이건 과학입니다nn이재명지사 귀한 줄 알아야 합니다', 'n 이런 아무것도 모르는 자nn화이자가 백신으로 갑질하는 상황에서 러시아백신검토 이야기 나오니 바로 계약체결 하는 것 모르냐?nnn똥밀필패 똥파리가 밀면 반드시 패한다 nnn김']"
34,바보,114,"['n 어 혜경궁이다 바보냐? 차관급 주제에 어딜나데 야 사올수 있으면 사와봐 n화이자도 모더나도 미국이 꽉 쥐고 안놔주는거 모르는 바보들 많아', 'n 완전공감합니다 문자행동에 갈라치기라는 말로 당원을 바보로 보는 듯한 답변에 자기들간의 문자를 잘못보내고 이런 간단한 일처리도 못하는 국민의 대표라는 국회의원을 뽑았다니', 'n 이래서 이낙연씨가 의심 받는거예요n이낙연 화이팅 이재명 나가라 꼭 같이 묶어서 글을 쓰네.n희한해. 국민이 바보냐n똥파리는 티도 잘내네. n아니 내가 잘 보는 건가']"
35,거짓,113,"['n 강용석 변호사가 붙었으니 거짓이라고 보오.n지금까지 나온 증거들 다 거짓으로 밝혀졌는데 뉴스에 나오는 이유는 뭐냐. 그리고 증거도 없이 거짓뉴스 퍼오는 이유가 뭐냐', 'n 정의 파님 김부선씨 고소좀해주세요n이지모 거짓뉴스 대책반은 뭐하나요ㅜㅜn가짜뉴스가 판치는데n정말 넘 더럽네요n전과4범 음주운전도 경악스러운데 n 이것마저 사실이면 안 되쟈나요n', 'n 거짓과 패륜으로 얼룩진n소시오패스가틈n진짜 이재명지지자들 n이런 사람 지지하기 쉽지 않을 텐데n찢튜브에 세뇌된건지.n지지하면서도 자괴감 느낄거같네요n쌍욕재명빠님들 n']"
36,자빠지다,110,"['n 사면은 소신이라고. n대통령 임기 내에 사면 시키라고 압박하던 놈n적폐와 싸우라고 밀어줬더니 대통령과 싸우고 자빠졌던 놈n지가 다음 대통령이라 생각 했으니 그랬지. 아오 열받아', 'n 도정질의 피하려고 짜가격리한 인간은 뭐냐?n그리고n보궐 져서 좋지?n니 뜻대로 돼서n이런 미친게 민주당에 기생하고 자빠졌으니n될일도 안 되는 거지nn입에 를 쳐 무셨어요 아주', 'n 망상에 쩔은 리쉬 찢파리n이재명이 안 될거란건 알고 있어 n경선? n웃기고 자빠졌네n연일 쏟아지는 이재명 기사를 보고도n아직 미련 못버렸네? 아둔하긴n제발 일기는 일기장에']"
37,어렵다,98,"['n 하.이게 무슨 망신인지n조선일보는 결혼기념일 축하해주는 데n본인은 불륜소송 걸리고n그 어려운걸 한번에 해내시는 지사님n탈당하세요n지사님은 민주당의 수치입니다n', 'n 한번도 이곳에 글을 남긴적이 없었습니다. 하지만 이번 교육기본법 개정안은 납득하기 어렵습니다. 부디 해당 12의원들은 다시 생각하시길 바랍니다.', 'n 이재명은 그 어려운걸 하네요n기본욕설n기본음주n기본막말n기본불륜 송사n기본 박스데기?n기본 당깨기 곧 n갓재명은 합니다 n우리 지사님 좀 짱 n']"
38,잘못,98,"['n 민주당을 진정으로 지지한다면 민주당의 잘못을 지적하고 바른 방향으로 나아가도록 따끔한 충고가 필요합니다. 무조건 민주당 지지 무조건 내편지지는 국민으로부 신뢰를 받지 못합니다.', 'n 응 그 수준 훤히 보이는구만n잘못을 했으니깐 당대표도 내려놓은 거 몰라?n참 그 지지자들 깝깝들 하시네n그냥 이낙연 전 대표와 너네만 있는 세상 만들어서 가버리면 어떠냐?', 'n 전적으로 동의합니다.nn잘못을 했으면 책임을 지는 것이 어른입니다.nn이낙연씨는 그 책임을 지어야 합니다.nn그리고 이런 자를 무슨 의도로 옹호하는 분들 정신 차리세요.']"
39,틀리다,97,"['n 대통령님 함자도 틀리게 쓰는 그들.nn대통령님 쫓아다니며 일부러 이름도n틀리게 쓴 플래카드 걸고 괴롭히던 가락이들', 'n 첫째부터 틀리셨네요nn3.당원은 여성.노인. 장애인 등 사회적 약자를 비하하거나 지역.세대 등 국민통합을 저해하는 언행을 하여서는 아니 된다.nn해당행위도 하셨구요n', 'n 주어가 틀렸어ndear moon 그양반이잖아n글삭하고 냅다 토낀.sns중독 그양반n물론 캡쳐가 더 빨라서 웃음거리 하나 더 늘어났지만n글삭만 안했어도ㅠ 아 가벼워']"
40,고생,95,"['n 이재명 조응천 박주민 정성호 김병욱 정청래 이해찬 .n언제 야당때 사찰 당했어요?n오히려 야당때 잘 나가던 사람들이데.nn문재인데통령님 박원순 시장님만 사찰 당하고 고생하셨죠', 'n 조직을 위해 노력한 사람을 보호하지 못하는 조직의 앞날은n바람앞의 촟불이다n민주당은 고생한 사람들의 보호에 앞장서야 한다n자기 결백증에 빠져 동지를 버리는 일은 없어야 한다', 'n 앞 부분 살짝 보니 이건 완전히 김일성 찬양이네. 더 보다간 뭔가 이적을 행했다는 소리가 나올까봐 유치해서 시청 포기. 이런 내용들로 분량을 만드는 사람들 참 고생이 많다.']"
41,역겹다,93,"['n 전과4범 불륜으로 소송당하는 역겨운정치인 이재명씨n넘 부끄러워요 n발광하며 반문질만하는 전과4범은 n이재명계 응처니.룸성호.백혜련.초선오적n데리고 기본질알발광당 차려나가시길n', 'n 민주당의 똥 이재명n그리고 이재명을 따르는 똥파리를입에달고 사는n똥파리성애자들n양심이 없으니 이재명같은 똥덩어리를 좋아하나봐요n좀 많이 역겹네요nn불륜신고는 114입니다n', 'n 와 천박한 부부한쌍이네요 n주어는없어요n정말 역겹다요n당의님 당의님을 모독한 리쉬 찓파리n신고하시기 바랍니다 n천박한정치인 광신도라 뇌가 찢어져 n발광중이니 이해하시구요n']"
