,pos_words,count,documents
30,신뢰,61,"['n 민주당을 진정으로 지지한다면 민주당의 잘못을 지적하고 바른 방향으로 나아가도록 따끔한 충고가 필요합니다. 무조건 민주당 지지 무조건 내편지지는 국민으로부 신뢰를 받지 못합니다.', 'n 맞아요 딱 정동영 대선 나올 때랑 같을겁나다. 주위 중도층도 민주당 몇몇 분들 때문에 거부감있다고 얘기 많이 들어요. 문대통령 신뢰 때문에 이번에 고민하다 박영선 찍었다 고.', 'n 징하네요. 개버릇 남 못준다더니.n당원들이 최고위원 직접 선출하는서 당연한 결정이라 환영하지만. 박스떼기 하는 건 아니겠죠? 신뢰가 없으니 모든 게 의심스럽네요.']"
31,축하,60,"['n 하.이게 무슨 망신인지n조선일보는 결혼기념일 축하해주는 데n본인은 불륜소송 걸리고n그 어려운걸 한번에 해내시는 지사님n탈당하세요n지사님은 민주당의 수치입니다n', 'n 아이고 결혼기념일까지 축하받는 조지사 지지자가 할말은 아닌듯n친구비 잘줘서 코딱지후비는것까지 빨아주는 조지사n범인은 lhn레임덕은 오지도 않았는데n오리타령은', 'n 승복하고 축하한데 본인이 말한 거 지키라했는데요?송영길대표님이 이재명 윤리위원회 회부해 조사한다 고 했어요 그래서 그거 지키라고 건의하는 중이에요']"
32,이익,59,"['n 정신차리세요 이낙연은 절대 문재인 대통령을 지킬 사람이 아닙니다. 이낙연의 말을 보세요 자신의 이익을 위해 문대통령을 입에 올릴 뿐.n이낙연은 절대 믿을 수 없는 사람입니다', 'n 참 별의별짓 다하고 살았네n이재명 당신은 정치 자체를 하지 말야해n어디 쌩양아치 짓거리를 나라 돈으로n맘대로 자기 이익을 따라 함부로 써n넌 반드시 응징당하게 되어 있다', 'n 현대건설 회계 조작 충당금 다 털어먹고n서울시 눈속임 재정 운영n국가 재정은 내 수익사업n똑같죠. 누구랑.n이익의 주체가 인터내셔널이냐 자기집안이냐의 차이일뿐']"
33,존중,52,"['n 서로서로 존중하는 태도로 가는 것이 맞다고 보고 있구요. 같은 당에서 총까지 들이 밀고 해서야 되겠습니까?n정귄 재창출이 먼저지 쪼개진 당내에서 이길 수 있을까요?', 'n 다양한 의견을 존중하는 것도 민주주의 입니다.n다양한 목소리가 나오는 것이 정상입니다.n친문이리는 당원들 당이나 대통령께 해악을 끼치지 않았는지 자성해야 합니다', 'n 방탄 고모님 계속 이렇게만 하세요.n이낙연을 안고 물속으로 뛰어 드는 겁니다.n홧팅.n이낙연을 지지하되 경쟁자를 존중해야 내가 지지하는 사람도 전중 받는 것이다']"
34,칭찬,52,"['n 무슨 국짐지지자가 정부까는것 같은 소리 하고 있네요 n그렇게 만만해보였으면 이해찬이 다 해놓고 가라지 그랬어요 n아무것도 안한 당대표는 칭찬하더니 무능같은 소리하고 있네', 'n 여기 다모였네 민주당 왠수들 혹시 티비나 유튜브만보시고 이재명 괜찮다는 어른들 계시면 그놈 정동영 똘많이였다고 한마디씩만 해주세요. 백이면 백 칭찬이 욕으로 돌아섭니다.', 'n 찢끄레기들도 힘들드겟다 즈그들이 미는 애 칭찬할게 너무 없으미 뭐만하면 물흐리고 똥파리가 어쨋네저쨋네 아참 너네도 너네끼리 찢계냐고 물으면 화내고 정색한다 면서??']"
35,예의,51,"['n 이재명은 합니다.말로만n그 말도 일관적이지 못하고 그때 그때 다릅니다.n실천은 하지 않습니다.n물어보면 예의가 없다 고 커트합니다.n약자에겐 고소를 강자에겐 아부를 바칩니다.', 'n 실질적으로 책임 있는 이해찬 전전대표의 책임있는 사과 원합니다. n원칙없는 공천으로 어중이떠중이 기본 예의도 없고 자격없는 초선들 뱃지 달아주어 이 사태가 났네요.', 'n 어쩌면 이재명 지지자들은 하나같이 진심도 없고 미래성도없고 예의나 도덕도없냐? 너님이나 좀 배워라 이나라가 온전하게 돌아갈려면 사람됨이 누가 더 바른가를']"
36,바르다,50,"['n 민주당을 진정으로 지지한다면 민주당의 잘못을 지적하고 바른 방향으로 나아가도록 따끔한 충고가 필요합니다. 무조건 민주당 지지 무조건 내편지지는 국민으로부 신뢰를 받지 못합니다.', 'n 능력도 없어 n품행도 바르질 못해n실체를 알면 알수록n혀를 차게 되죠nn잘 하는 거라곤n수백억씩 써가며 본인 홍보하고n정부 여당에 내부총질하며n온갖 해악질 하는 거더라고요', 'n 홍준표님은 바른 말 하기로 누구나 인정하는 추세입니다.n그래서n홍준표님이 말씀하신 양아치론에 무게감이 더 실리는 것이죠n민주당 대선후보께서 양아치라?n참 보기 좃네요']"
37,갖추다,48,"['n 설마 정통 정청래가 될 줄 알았슴? 정청래에게 전해주삼 곱게 늙어라고.나이 먹고 의원들하고 야저 싸움이 뭐냐 .품위 좀 갖추라고 전달 좀해주소.박광온 의원님 추카추카', 'n 우리편 찾다가 검찰처럼 썩는겁니다. 민주당에 맞는 태도와 인격을 갖춘 정치인을 요구하는 게 문제일까요? 무조건 내분은 안돼. 우리편끼리. 이러다가 같이 썩는게에요.', 'n 깨끗한 민주당되고 대안?우리에겐 이미 총리로 일하면서 검증된 도덕성과 정치력을 갖춘 이낙연대선후보가 있다 이 분을 음해해서 떨어뜨리려고 공작하는 거 다 알고 있다']"
38,품위,45,"['n 맞아요 일베용어 사용한 당원들 제명시켜주세요n이재명 비판한 당원은 당 품위 손상시키는 거고n일베용어 쓰는 당원은 품위 손상 안된건가요?n뭔가 처벌이 바뀐거 같아요', 'n 송영길 당대표님은 민주당 품위를 손상시킨 이재명 윤리위 제소해 주세요 n몇년째 이게 뭡니까 n저런 걸 소중이로 끌어안고 대권 후보까지 만들어 준 이해찬도 같이 제소하세요n', 'n 니가 젤 품위 없고 똥물 이시거든요n얼마나 똥물이고 인격이 똑같으면 n잡전과4범과 불륜남을 좋아하시는 지??n정신 차리세요 님 입이 오물통같아요n혹시 님도 일베하시나요n']"
39,쉴드,44,"['n 이낙연 사면론 쉴드치던 똥파리들아nn국민의 마음을 해아리지 못랬다고 호남가서 사과했드라??nn니들이 쉴드친건 헛발이었단거. nn그때도 알았고 지금도 알지 nnn모지리들. nnd', 'n 찢빠들 아무리 쉴드쳐봐라n그런다고 이재명의 해악질이 감춰지나n너무 많아서 글로 다 쓰기도 힘들 지경임nn비전과 상식이 있고 윤리적인 이낙연의원n모든 면에서 비교 불과죠n', 'n 리쉬는 돼도 않는 쉴드 친다고 n자괴감 안느끼니?n이게 거짓말로 쓴 글이구나nn이낙연 특보 출신이면 제대로 배웠겠네n어쩐지 조목조목 말하는 게 남 다르더라n']"
