,neg_words,count,documents
0,욕하다,19,"['n 이재명 지지자인척 하는 작세 아니신가 n이재명지지자가 문정부를 욕하는 것도 앞뒤가 맞지 않아.n이놈들이 똥파리랑 한 방에서 글올리고 댓글달고 좋아요 싫어요 누르고 있나 보네', 'n 후원회장에게 등에 칼꽂은 이소영을 욕해야지 이낙연 대표님을 왜 찾아요?n벌써 이재명에게 븥은 거 모르는척 하지 마세요n배은망덕한 초선5적들 이재명과 당을 떠나라고 전해주세요', 'n 자기가 경기도지사라 말하고 황급히 글 지우고 튄 디어문을 수장으로 이낙연 욕하는 저질들이 더 눈에 띄는데요? 그쪽들이 친구비로 매수당한 거겠죠. 혹시 님도?']"
1,망치다,17,"['n 고개 들어 일본을 봐요. 낙연이가 팔고 있는 수박들의 소원이죠? n나라 망칠일 있습니까? 지금도 민의를 모르고 지 앞날만 걱정되서 설치는 국회의원이 수두룩인데 그들을 믿자구요?', 'n 니들 뭐하냐. n보니까 이지모가 만든 조작 성명서 가지고 당게 정상화네 폐쇄네 하던 것들이네. nn이재명의 성과?n그런 거 올리려면 이런 거 올려야지.n보궐 망친 lh제보n', 'n 무슨 이낙연 책임론이야 너희 디어문 지사가 목적을 가지고 엘에이치 터뜨려서 선거 망친 거잖아? 사람들 다 알아느그 지사님의 죄는 왜 당신 눈엔 안 보일까? 결이 비슷해서?']"
2,헛소리,16,"['n 이재명.초선5명 등 국암당스러운 분들 다 데리고 나가셔요.n이게 옳은말이지.nn어디서 헛소리야.n이런데서 그런 헛소리 하고 그럼 안된다잉 작성자 구름범', 'n 야당 저리가라 정부 여당 들이 박고n내부총질하는 이재명이 욕 쳐먹게n만들고 있는데 헛소리 말라고n이재명 나라가 라고 나가n', 'n 이재명 lh와 이해찬 헛소리때문이지n언제적 사면이야? 그거 대통령께서 마무리지었는데 왜 자꾸 사면타령이야']"
3,의심,14,"['n 국짐당의 뿌락치 검찰개혁 언론개혁을 고의로 지연시키는 인간. 여당 주요 인사 중 유일하게 조중동의 공격을 받지 않는 참으로 의심스러운 인간. 끝내 사면을 외치고야 만 인간', 'n 윤호중 님도 모르겠습니다. 의심스러워요. 이 분 친문 아니고 이해찬 찢계에 더 가까운데. n밑의 산결 님이 지지하시니 더 의심의 눈초리로 바라볼 분인 것 같습니다', 'n 진짜 저 인간들이 민주당 맞는건가요?그리고 민주당 계시판이 왜 이렇게 된건지.민주다우지지자들이 맞는건지 의심스럽네요.']"
4,더럽다,14,"['n 똥파리? 그럼 이재명이 똥이라는거 인정하냐? n더러운 똥을 민주당에 박아놓은 이해찬 이하 이재명 비호하는 인간들은 기생충이겠네 제발민주당 피빨아먹지 말고 겨나가시오', 'n 찢것들 법사위 넘기고 검찰개혁 무마한뒤 검찰한테 이재명 비리 밝히지 말라고 할건가요? 찢을 위해 이렇게 더럽게 해야 됩니까?', 'n 똥파리라는 멸칭을 쓰는 걸 보니 논리는 없고 더러운 혀만 남으신듯.']"
5,패배,12,"['n 보궐 패배는 이죄명의 lh 폭탄때문에.n초선 5인 이죄명 뿌락치.n이죄명만 사라지면 아주아주 건강한 당 민주당n', 'n 선거 패배가 누구때문인데 이재명빠들이나 쫌 빠져 낄낄빠빠 모르냐 어휴 진짜 역시 노답.', 'n 언론이 선거 패배의 책임을 거론하지 않는 민주당 대표는 이낙연이 유일한 것 같네요.']"
6,걸리다,12,"['n 원팀원팀하면서 뒷퉁수 치고 다니는 니들이 할 말을 아니다.염치라도 챙겨라.빤스런 잘하는 느그 도지사님 오늘은 누구 치마폭에 숨었냐? 걸리면 뒤진다고 말 좀 전해주라.온김에.', 'n 느그지사님은 차라리 뭘 하지나 말지. nnlh폭탄 터뜨려서 선거 폭망하게 만들고. 모냥빠지게 당원게시판에 경쟁자 흉보는 글 쓰다 걸려서 토끼시고.', 'n 민주당에도 걸릴 의원님들 많으신가보네요?n법을 이따위로 만들면 국민들이 지지하겠습니까?n이런 개차반 법은 안됩니다 원안되로 입법추진해야 합니다']"
7,망하다,12,"['n 기득권들이 바라는 게 디어문 지사님 후보되시고 디어문님 과거 털어서 민주당 망하게 하고 국힘이 다시 세력잡는 거 아냐. 진짜 몰라서 그러시는 거에요?', 'n 개웃겨 진짜 이해찬 굴린대로 구네 선거망하면 이낙연탓하면서 복귀각재는 노망난 할배 제발 쉬세요ㅠㅠ 이해찬이 국짐보다 쉰내나니까 제발요', 'n 이재명이 lh공작해서 망한 선거인데 왜 이낙연에게 그만 두래? n이재명과 너가 꺼져야지.']"
8,비판,11,"['n 이해찬 이재명은 현재 발언권도 없는데 무슨 이해찬 이재명 타령입니까. nn비판할 때 하더라도 좀 생각 좀 하고 하세요.', 'n 이천명이라고 했던 비판 당원 이번에는 만명이라던데. 흠. 문파는 이러면 또 만명에서 5만명된다.', 'n 그럼 이제명은 왜 비판 안하고 결혼 기념일도 챙겨 주는데 이건 가족인가?']"
9,쓰레기,11,"['n 문제는 이재명이 아니다 똥파리들아n이낙연이지n이낙연과 중진 쓰레기들은n당에서 나가라n나가서 안초딩이랑 하던지 말던지', 'n 수준에 딱 맞는 지지자를 가져서 좋겠다n느그 지사님은n이런 쓰레기 같은 게 이재명 지지자라n얼마나 다행인지', 'n 연관없는 이낙연 끌어들여 글 쓰는 니가 쓰레기다 부끄러운 줄 좀 알아라']"
