from,to,depth,documents
"윤석열+출마
in twitter",회견,1,"['기자들이 던진 질문에는 차별금지법 노동 안전 등 소수자와 약자의 입장은 없었다 모니터보고서 받아쓰거나 요약하거나 윤석열출마 선언 보도 검증 부족https 윤석열 대선 출마 기자회견', '윤석열 총장이 윤봉길 기념관에서 출마회견 한 건 생각할 수록 부적절 윤봉길의사는 관동군 사령관인 시라가와 대장에게 폭탄 던진 분이고 박정희 씨는 관동군 장교였음. 박정희정치의 맥을 잇는 힘당에 마음 둔 분이 어떻게 윤의사 앞에서 그런 선언을 독립투사에 오물 던지기죠16480638', '대선 출마 선언 하는 허졉하고 요란한 빈수레윤석열이나 .중앙일보에 줄리가 뭐냐는식의 발끈하는 듯이 인터뷰한 부끄러움 모르는처 김건희나.장모 최은순이나. 삔뻔힌고 얼척없는 구성원은 첨 봄.shit.은 기자회견으로 허접한 허풍쟁이 맹탕을 인증한 꼴.']"
윤석열,민주당,2,"['민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527', '윤건영 더불어민주당 의원이 대선 출마를 선언한윤석열전 검찰총장을 두고 몸에 안 맞는 옷을 입고 있는 것 같다 고 평가했다.윤건영 윤석열 초6이 덩치 커졌다고 아빠 옷 입은 느낌 한일관계 발언 관련해선 일본 극우주의자 태극기부대 사고와 흡사 hani.co.kr22', '윤석열넌 안되겠다. 넌 정치에 대해 너무 몰라 이재명과 비교불가다.비교불가이재명 대선 출마 공식 선언나라 위해 더 큰 도구 달라민주당 유력 대선주자인 이재명 경기도지사가 영상을 통한 비대면 방식으로 대선 출마를 공식 선언했습니다. 이 지사는 오늘 새벽 14분을 조금 넘는 분량의 출마 선언 동영상을 공개하고 대한민국 헌법 1조를 읽으며 두렵고 엄숙한 마음으로 20대 대통령 선거 출마를 선언한다 고 밝혔습니다.news.sbs.co.kr']"
윤석열,참석,2,"['윤석열출마 선언에는 500여 명이 운집했다. 공연장에는 4000명 야구장에는 6000명이 모인다. 이것은 방역과 무관한가?윤석열 출마 때 500여 명 모였는데. 왜 노동자 집회만 막나민주노총 3일 서울 여의도 일대서 1만 명 참석 전국노동자대회 예고ohmynews.com', '윤석열출마때 500여 명 모였는데. 왜 노동자 집회만 막나 코로나 노동자대회 총파업 민주노총 여의도http김종훈 기자윤석열 출마 때 500여 명 모였는데. 왜 노동자 집회만 막나민주노총 3일 서울 여의도 일대서 1만 명 참석 전국노동자대회 예고ohmynews.com16 13', '유승민 가까운 대표실이 윤 견제한 것 단독 국민의힘 지도부 의원들 윤석열출마회견 참석 말렸다단독 국민의힘 지도부 의원들 윤석열 회견 참석 말렸다소식통은 윤 전 총장과 가까운 정진석 의원이 전날 국민의힘 의원들에게 전화해 참여를 독려한 결과 당초엔 367명까지 참석할 뜻을 밝힌 것으로 집계됐다 며 그러나 당 지도부가 의원들에게 가급적 참석하지 말라는 뜻을 전함에 따라 마음을 바꿔 불참한 의원이 10여명에 이른다 고 했다. 그는 지도부가 윤 전 총장 행news.joins.com']"
윤석열,검증,2,"['기자들이 던진 질문에는 차별금지법 노동 안전 등 소수자와 약자의 입장은 없었다 모니터보고서 받아쓰거나 요약하거나 윤석열출마 선언 보도 검증 부족https 윤석열 대선 출마 기자회견', '기사 제목이 저게 나원참 세상에 지금 우리가 문재인 대통령님과 김정숙 영부인을 갖고 세계 최고의 정부를 겪고 있는 지금 다음 대선 출마자들 지금 저 기사를 정상인이라면 국민들께 보시고 날도 더우니 웃으라 하는 개그도 아니고 저게 뭡니까? 어휴 쪽팔리네요형수 욕설 vs 쥴리.셀프 검증 자초한 이재명 윤석열내년 대선 출마를 공식 선언한 이재명 경기지사는 1일 형수 욕설 논란에 대해 모두 다 팩트라고 인정했다. 앞서 윤석열 전 검찰총장의 부인 김건희 씨는 직접 쥴리가 아니다 라고 해명했다. 여야 대선주자 1위 모두 세간의 논란과 의혹을 본인 입으로 공개 해명하면서 스스로 검증의 무대로 끌어올렸다는 분석이 나온다. 이 지사는 1일 민주당 프레스데이 행news.v.daum.net2220', '3월윤석열전 총장이 검찰총장직을 사퇴하면서 가십성 정보에 가까운 보도가 연이어 등장했습니다. 헤럴드경제는 은 왕이 될 상 이란 인공지능 관상 평가를 보도했다가 기사를 삭제하는 촌극을 빚었습니다. 윤석열 20대대선 윤석열출마 윤석열캠프 대선 출마받아쓰거나 요약하거나 윤석열 출마 선언 보도 검증 부족 미디어오늘윤석열 전 검찰총장은 6월 29일 기자회견을 열고 제20대 대통령 선거 출마를 선언했습니다. 문재인 정부에 대한 비판과 함께 정권교체라는 목표를 제시한 윤 전 총장은 회견문 발표 후 20개 남짓 질문을 받아 답변.mediatoday.co.kr312 4']"
윤석열,국민,2,"['윤석열의 윤봉길 기념관 행사는 대선 출마 선언이 아닌 정치 참여 선언이라고 캠프 관계자가 밝혔다. 국민의힘 입당 관련 일체의 공식 제안없이 매듭이 지어지지 못했음을 알 수 있다. 별을 잡았다는 김종인의에 대한 외면의 시발점이 접대부 출신 문제를 파악한 이후같다.', '기사 제목이 저게 나원참 세상에 지금 우리가 문재인 대통령님과 김정숙 영부인을 갖고 세계 최고의 정부를 겪고 있는 지금 다음 대선 출마자들 지금 저 기사를 정상인이라면 국민들께 보시고 날도 더우니 웃으라 하는 개그도 아니고 저게 뭡니까? 어휴 쪽팔리네요형수 욕설 vs 쥴리.셀프 검증 자초한 이재명 윤석열내년 대선 출마를 공식 선언한 이재명 경기지사는 1일 형수 욕설 논란에 대해 모두 다 팩트라고 인정했다. 앞서 윤석열 전 검찰총장의 부인 김건희 씨는 직접 쥴리가 아니다 라고 해명했다. 여야 대선주자 1위 모두 세간의 논란과 의혹을 본인 입으로 공개 해명하면서 스스로 검증의 무대로 끌어올렸다는 분석이 나온다. 이 지사는 1일 민주당 프레스데이 행news.v.daum.net2220', '윤석열출마 선언 이후 민주당은 쓰레기들을 내세워 토사물들을 쏟아내고 근거 없는 찌라시를 유포한 것 밖에 없는데 지지율이 올라갔다. 국민 수준이 낮은 때문인지 여론조사가 엉터리인지 도무지 알 길이 없다. 선관위가 주관한 투표에도 이상한 투표용지가 끼어드는 판에 여론조산들 온전할까마는.18']"
출마,언론,2,"['민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527', '일 언론 이재명출마 선언 주목. 자주국방균형외교 강조 이재명 윤석열 한일 관계http윤현 기자일 언론 이재명 출마 선언 주목. 자주국방균형외교 강조교도통신 민주당 비주류 당내 지지 확보가 관건. 니혼게이자이신문 시원한 언동이 특징ohmynews.com', '윤석열출마 선언을 대하는 조선의 자세 둘 중 하나였다http민주언론시민연합윤석열 출마 선언을 대하는 조선의 자세 둘 중 하나였다민언련 신문 방송 모니터 보고서 받아쓰거나 요약하거나. 검증 부족ohmynews.com']"
출마,지사,2,"['윤석열21 이재명 27 mtoday윤석열 21 출마 선언 후 1p 이재명 27 머니투데이 전국 지표조사nbs 6월5주차지지후보 바꿀 수 있다 48차기 대권 주자 적합도 조사에서 이재명 경기지사가 27 윤석열 전 검찰총장이 21의 지지.news.mt.co.kr', '윤석열넌 안되겠다. 넌 정치에 대해 너무 몰라 이재명과 비교불가다.비교불가이재명 대선 출마 공식 선언나라 위해 더 큰 도구 달라민주당 유력 대선주자인 이재명 경기도지사가 영상을 통한 비대면 방식으로 대선 출마를 공식 선언했습니다. 이 지사는 오늘 새벽 14분을 조금 넘는 분량의 출마 선언 동영상을 공개하고 대한민국 헌법 1조를 읽으며 두렵고 엄숙한 마음으로 20대 대통령 선거 출마를 선언한다 고 밝혔습니다.news.sbs.co.kr', '윤석열전 검찰총장이 문재인 정부를 강하게 비판하며출마 선언을 한 데 대해서 이재명 지사는 저도 영상으로 봤는데 미래에 관한 이야기를 했으면 어땠을까 한다 며 과거 얘기를 안 할 수는 없겠지만 그렇게까지 많이 하시나 하는 아쉬움이 있었다 이게 이재명식 억강부약이냐? 40']"
출마,노동자,2,"['윤석열출마 선언에는 500여 명이 운집했다. 공연장에는 4000명 야구장에는 6000명이 모인다. 이것은 방역과 무관한가?윤석열 출마 때 500여 명 모였는데. 왜 노동자 집회만 막나민주노총 3일 서울 여의도 일대서 1만 명 참석 전국노동자대회 예고ohmynews.com', '윤석열출마때 500여 명 모였는데. 왜 노동자 집회만 막나 코로나 노동자대회 총파업 민주노총 여의도http김종훈 기자윤석열 출마 때 500여 명 모였는데. 왜 노동자 집회만 막나민주노총 3일 서울 여의도 일대서 1만 명 참석 전국노동자대회 예고ohmynews.com16 13', '민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527']"
출마,테마주,2,"['돈은 거짓말 안 해ㅡ 고개 숙인 테마주윤석열 이재명 대선 출마 선언 후 줄줄이 내리막 출처 머니s 네이버 뉴스http42 24', '윤석열과 이재명은출마후 테마주 하락. 이낙연은하루 만에 후원금 8억 모금.285331', '윤석열출마 선언하고 나서 테마주 폭락 이낙연의원 후원금 8억돌파 머니 돈트 라이']"
선언,공식,2,"['윤석열넌 안되겠다. 넌 정치에 대해 너무 몰라 이재명과 비교불가다.비교불가이재명 대선 출마 공식 선언나라 위해 더 큰 도구 달라민주당 유력 대선주자인 이재명 경기도지사가 영상을 통한 비대면 방식으로 대선 출마를 공식 선언했습니다. 이 지사는 오늘 새벽 14분을 조금 넘는 분량의 출마 선언 동영상을 공개하고 대한민국 헌법 1조를 읽으며 두렵고 엄숙한 마음으로 20대 대통령 선거 출마를 선언한다 고 밝혔습니다.news.sbs.co.kr', '윤석열의 윤봉길 기념관 행사는 대선 출마 선언이 아닌 정치 참여 선언이라고 캠프 관계자가 밝혔다. 국민의힘 입당 관련 일체의 공식 제안없이 매듭이 지어지지 못했음을 알 수 있다. 별을 잡았다는 김종인의에 대한 외면의 시발점이 접대부 출신 문제를 파악한 이후같다.', '기사 제목이 저게 나원참 세상에 지금 우리가 문재인 대통령님과 김정숙 영부인을 갖고 세계 최고의 정부를 겪고 있는 지금 다음 대선 출마자들 지금 저 기사를 정상인이라면 국민들께 보시고 날도 더우니 웃으라 하는 개그도 아니고 저게 뭡니까? 어휴 쪽팔리네요형수 욕설 vs 쥴리.셀프 검증 자초한 이재명 윤석열내년 대선 출마를 공식 선언한 이재명 경기지사는 1일 형수 욕설 논란에 대해 모두 다 팩트라고 인정했다. 앞서 윤석열 전 검찰총장의 부인 김건희 씨는 직접 쥴리가 아니다 라고 해명했다. 여야 대선주자 1위 모두 세간의 논란과 의혹을 본인 입으로 공개 해명하면서 스스로 검증의 무대로 끌어올렸다는 분석이 나온다. 이 지사는 1일 민주당 프레스데이 행news.v.daum.net2220']"
선언,주자,2,"['윤석열21 이재명 27 mtoday윤석열 21 출마 선언 후 1p 이재명 27 머니투데이 전국 지표조사nbs 6월5주차지지후보 바꿀 수 있다 48차기 대권 주자 적합도 조사에서 이재명 경기지사가 27 윤석열 전 검찰총장이 21의 지지.news.mt.co.kr', '윤석열넌 안되겠다. 넌 정치에 대해 너무 몰라 이재명과 비교불가다.비교불가이재명 대선 출마 공식 선언나라 위해 더 큰 도구 달라민주당 유력 대선주자인 이재명 경기도지사가 영상을 통한 비대면 방식으로 대선 출마를 공식 선언했습니다. 이 지사는 오늘 새벽 14분을 조금 넘는 분량의 출마 선언 동영상을 공개하고 대한민국 헌법 1조를 읽으며 두렵고 엄숙한 마음으로 20대 대통령 선거 출마를 선언한다 고 밝혔습니다.news.sbs.co.kr', '기사 제목이 저게 나원참 세상에 지금 우리가 문재인 대통령님과 김정숙 영부인을 갖고 세계 최고의 정부를 겪고 있는 지금 다음 대선 출마자들 지금 저 기사를 정상인이라면 국민들께 보시고 날도 더우니 웃으라 하는 개그도 아니고 저게 뭡니까? 어휴 쪽팔리네요형수 욕설 vs 쥴리.셀프 검증 자초한 이재명 윤석열내년 대선 출마를 공식 선언한 이재명 경기지사는 1일 형수 욕설 논란에 대해 모두 다 팩트라고 인정했다. 앞서 윤석열 전 검찰총장의 부인 김건희 씨는 직접 쥴리가 아니다 라고 해명했다. 여야 대선주자 1위 모두 세간의 논란과 의혹을 본인 입으로 공개 해명하면서 스스로 검증의 무대로 끌어올렸다는 분석이 나온다. 이 지사는 1일 민주당 프레스데이 행news.v.daum.net2220']"
선언,이낙연,2,"['윤석열출마 선언하고 나서 테마주 폭락 이낙연의원 후원금 8억돌파 머니 돈트 라이', '고개 숙인 테마주윤석열 이재명 대선 출마 선언 후 줄줄이 내리막 이낙연 테마주는 상승세 석열이도 아니네 추 보단 이낙연이라는 실제 여론도 돌고 있음 사활 걸고 경선인단 모집하고 민주정부 계승자 개혁 민생 외교 안보 다 안정적으로 국정 해나갈 사람 이낙연 뿐이라고 마구마구 알려야132144', '민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527']"
선언,윤건영,2,"['윤건영 더불어민주당 의원이 대선 출마를 선언한윤석열전 검찰총장을 두고 몸에 안 맞는 옷을 입고 있는 것 같다 고 평가했다.윤건영 윤석열 초6이 덩치 커졌다고 아빠 옷 입은 느낌 한일관계 발언 관련해선 일본 극우주의자 태극기부대 사고와 흡사 hani.co.kr22', '윤 의원은 우리 사회를 지탱하던 기본이 무너진다는 느낌이 들었다 고 했습니다. 윤건영 윤석열윤석열 출마 선언에 윤건영 초6이 덩치 커졌다고 아빠 옷 입은 느낌윤석열 전 검찰총장의 출마 선언에 대해 말했다.mnews.joins.com', '민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527']"
대선,조국,2,"['민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527', '윤석열과 이재명은출마후 테마주 하락. 이낙연은하루 만에 후원금 8억 모금.285331', '윤석열 총장이 윤봉길 기념관에서 출마회견 한 건 생각할 수록 부적절 윤봉길의사는 관동군 사령관인 시라가와 대장에게 폭탄 던진 분이고 박정희 씨는 관동군 장교였음. 박정희정치의 맥을 잇는 힘당에 마음 둔 분이 어떻게 윤의사 앞에서 그런 선언을 독립투사에 오물 던지기죠16480638']"
대선,김건희,2,"['대선 출마 선언 하는 허졉하고 요란한 빈수레윤석열이나 .중앙일보에 줄리가 뭐냐는식의 발끈하는 듯이 인터뷰한 부끄러움 모르는처 김건희나.장모 최은순이나. 삔뻔힌고 얼척없는 구성원은 첨 봄.shit.은 기자회견으로 허접한 허풍쟁이 맹탕을 인증한 꼴.', '기사 제목이 저게 나원참 세상에 지금 우리가 문재인 대통령님과 김정숙 영부인을 갖고 세계 최고의 정부를 겪고 있는 지금 다음 대선 출마자들 지금 저 기사를 정상인이라면 국민들께 보시고 날도 더우니 웃으라 하는 개그도 아니고 저게 뭡니까? 어휴 쪽팔리네요형수 욕설 vs 쥴리.셀프 검증 자초한 이재명 윤석열내년 대선 출마를 공식 선언한 이재명 경기지사는 1일 형수 욕설 논란에 대해 모두 다 팩트라고 인정했다. 앞서 윤석열 전 검찰총장의 부인 김건희 씨는 직접 쥴리가 아니다 라고 해명했다. 여야 대선주자 1위 모두 세간의 논란과 의혹을 본인 입으로 공개 해명하면서 스스로 검증의 무대로 끌어올렸다는 분석이 나온다. 이 지사는 1일 민주당 프레스데이 행news.v.daum.net2220', '이오하윤석열이 대선 출마 선언 를 한 바로 다음 날 김건희가 언론에 등장한 당일 아직도 임기가 많이 남아있는 양재택 변호사는 갑짜기 왜 상장회사의 사외이사를 사퇴했을까요? 갑짜기 왜그랬을까요? 우연일까요? .https1posts838882787040706?sfnsnmo']"
대선,기사,2,"['민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527', '기사 제목이 저게 나원참 세상에 지금 우리가 문재인 대통령님과 김정숙 영부인을 갖고 세계 최고의 정부를 겪고 있는 지금 다음 대선 출마자들 지금 저 기사를 정상인이라면 국민들께 보시고 날도 더우니 웃으라 하는 개그도 아니고 저게 뭡니까? 어휴 쪽팔리네요형수 욕설 vs 쥴리.셀프 검증 자초한 이재명 윤석열내년 대선 출마를 공식 선언한 이재명 경기지사는 1일 형수 욕설 논란에 대해 모두 다 팩트라고 인정했다. 앞서 윤석열 전 검찰총장의 부인 김건희 씨는 직접 쥴리가 아니다 라고 해명했다. 여야 대선주자 1위 모두 세간의 논란과 의혹을 본인 입으로 공개 해명하면서 스스로 검증의 무대로 끌어올렸다는 분석이 나온다. 이 지사는 1일 민주당 프레스데이 행news.v.daum.net2220', '3월윤석열전 총장이 검찰총장직을 사퇴하면서 가십성 정보에 가까운 보도가 연이어 등장했습니다. 헤럴드경제는 은 왕이 될 상 이란 인공지능 관상 평가를 보도했다가 기사를 삭제하는 촌극을 빚었습니다. 윤석열 20대대선 윤석열출마 윤석열캠프 대선 출마받아쓰거나 요약하거나 윤석열 출마 선언 보도 검증 부족 미디어오늘윤석열 전 검찰총장은 6월 29일 기자회견을 열고 제20대 대통령 선거 출마를 선언했습니다. 문재인 정부에 대한 비판과 함께 정권교체라는 목표를 제시한 윤 전 총장은 회견문 발표 후 20개 남짓 질문을 받아 답변.mediatoday.co.kr312 4']"
대선,보도,2,"['기자들이 던진 질문에는 차별금지법 노동 안전 등 소수자와 약자의 입장은 없었다 모니터보고서 받아쓰거나 요약하거나 윤석열출마 선언 보도 검증 부족https 윤석열 대선 출마 기자회견', '3월윤석열전 총장이 검찰총장직을 사퇴하면서 가십성 정보에 가까운 보도가 연이어 등장했습니다. 헤럴드경제는 은 왕이 될 상 이란 인공지능 관상 평가를 보도했다가 기사를 삭제하는 촌극을 빚었습니다. 윤석열 20대대선 윤석열출마 윤석열캠프 대선 출마받아쓰거나 요약하거나 윤석열 출마 선언 보도 검증 부족 미디어오늘윤석열 전 검찰총장은 6월 29일 기자회견을 열고 제20대 대통령 선거 출마를 선언했습니다. 문재인 정부에 대한 비판과 함께 정권교체라는 목표를 제시한 윤 전 총장은 회견문 발표 후 20개 남짓 질문을 받아 답변.mediatoday.co.kr312 4', '민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527']"
이재명,공정,2,"['윤석열에 이어 이재명도 대선 출마를 공식 선언했다. 가장 강력한 두 후보의 핵심 메시지는 공정이다. 그러나 이재명의 공정은 현 정권의 불공정과 싸워야 한다는 문제가 있고의 공정은 법치를 제외하면 이렇다 할 콘텐츠가 부실하다는 문제가 있다. 메시지가 힘을 얻으려면 구체화해야 한다.23 25', '민주당 대선주자들 조국 사태가 아니라윤석열대선 위해 조국 수사한 사태 다 조국 죽이기 삼각편대의 알고리즘검찰이 언론에 흘려 양산한 조국관련 의혹기사 130만 건검찰 빛의 속도로 수사확대국힘당 검찰의 전위부대출마? 검찰개혁이 왜 필요한지 보여준 것3527', '윤석열과 이재명은출마후 테마주 하락. 이낙연은하루 만에 후원금 8억 모금.285331']"
