word,count
이낙연 의원,198
이낙연 대표,141
이낙연 지지,74
이낙연 후보,71
민주당 대표,68
인천 포럼,67
이낙연 캠프,67
여성 포럼,66
대선 후보,65
이낙연 빅쇼,65
복지 인천,56
복지 포럼,52
민주당 대선,50
문재인 대통령,46
설정 변경,40
전국 여성,39
지지 선언,39
대선 경선,37
차기 대통령,36
복지 전국,36
경선 연기,36
대통령 이낙연,34
경선 일정,34
당 대표,34
대선 주자,34
대통령 선거,29
홍영표 의원,29
오영훈 의원,28
네이버 뉴스,28
대표 지지,27
문 대통령,27
여론 조사,27
이낙연 총리,27
다음 뉴스,26
이낙연 더불다,26
출마 선언,25
문재인 정부,24
이낙연 깨끗,24
대통령 후보,24
민주당 대통령,24
대권 주자,23
트윗 인용,23
기자 이낙연,22
이낙연 대통령,21
선거 경선,20
