,pos_words,count,documents
38,소득,32,"['빈부격차주범부동산 투기에양도소득세감면으로 더더욱격차를벌리고투기를 돕고 있다.국호의원들은 이것을방관하고 있다.부동산 거래소득은불로소득으로 성실소득자를실망시킨다.', '재난지원금협의안요약소득상위 20퍼센트한테는rnn지난 분기 대비 10 3를초과한 소비액에 대해서 10되돌려주는안이다', '이 지사말한대로 다주고소득신고를각자하면 될걸왜이렇게 하냐고.기재부없애면됩니다.']"
39,품격,31,"['추미애님의깊은뜻과진정성이n느껴지네요잔꾀안부리고 정의롭고 공정하게 법치안에서n품격 있는 나라n사람이돈이나땅보다n높은 사회를 꿈꾸고만들어내시겠다는 각오의말씀n마음이뭔가가채워지는듯합니다', '이재명지사출정식에품격이무엇이고 대선 출정식정도는컨닝안해도확고한신념과목표하고자 하는 생각을다녹여서연설하는 걸 보고 누가 대통령감인지 모든 사람이알것이다', '나는앞으로도문재인데통령처럼n잘생긴대통령을 갖고 싶다.n윤.머리크고배까지 나온.품격까지 별로인.생각만해도도리도리.n알리미윤석열. 황희두']"
40,바르다,30,"['방가네일보에밉보일까봐전전긍긍하는쫄보들은n국회의원그만두는 게 낫다n부자몸사리는생각으로n언론경찰검찰에바른말한마디도못하는 게 무슨국민의 대표인 국회의원인가', '기더기들전부징벌적손해배상시키는수밖에도리가 없다.아직도조국펀드인줄아는 사람한둘이아니다.전국민이다 아는 날까지저기더기들전부뼈를발라야 한다.', '본인은 얼마나높은 청렴함과바른 인식을 가지고 사는 지정말 궁금했어요.평생을자숙하며 다시는 나오지말기를 바랍니다.부끄러운줄은아시겠죠?']"
41,도와주다,30,"['검찰 수사권완전박탈이문통임기내에을꼭이뤄지도록 힘을 실어주십시요.그래야이후 모든 대통령들도편안한노후를보내실수 있습니다.그래야촛불국민도소원성취하여행복해질 수 있습니다.도와주십시요.', '반대되는 이야기좀올릴께무슨 말이냐면요홍남기을퇴출안시키면요국민의암당을도와주는 겁니다 두고보십시요그리고 민주당 의원들차기 정권안빼았길려면앞으로 정신바짝차리세요', '조국가족이 일상을 되찾고n행복하셨슴좋겠네요n3년간너무 고생하셨는데n다행입니다 차기 정부에서n우리법연구좀해주셔서 국회가올바른입법좀하도록n도와주시면 좋겠는데']"
42,사모,30,"['민주당 내수박들이 더나쁘다.일제강점기에도 일본놈들보다민족반역자들이 더나빴다.n윤도리도리사모펀드잘안다 며?알긴뭘아냐?입이 있으면뭐라고 말좀해라.마눌님이랑소통도안하시는 것 같던데.', '전참여연대김경률씨의 인터뷰를 요청합니다.이번 대법원 판결을 어떻게 생각하는 지?그는 지속적으로 사모펀드에조국교수가 관여했다고 아야기하고 있다.', '윤석렬이는 조국사모펀드무죄에 대해답하라nn기자는 조국사모펀드무죄에 대해 질문하라nn언론은조범동4년 이중요하지 않고조국펀드무죄를 보도하라']"
43,부자,30,"['재난지원금모든 국민들깨다주면굿70프로90프로하시는데 부자들도 다주시는 게 좋타구요부자들도세금맣니내자나요모든 국민들주세요', '방가네일보에밉보일까봐전전긍긍하는쫄보들은n국회의원그만두는 게 낫다n부자몸사리는생각으로n언론경찰검찰에바른말한마디도못하는 게 무슨국민의 대표인 국회의원인가', '솧직이부자던서민이던.다세금내는국민이 다.그런대기본적인.제난지원금을.부자라고 안준다는 건잘못한건다.세금을 내도부자들세금이 나라에휄신도음돼는대.']"
44,감동,30,"['오늘 이재명지사님유튭으로 출마 선언n했어요못보신분들은꼭보세요n네번보고네번울었어요넘감동 n진영을떠나모두의 지지를 받을 수 있는n완벽한출마 선언이에요 u200d 3', '좋은헤드폰을오랜만에 찾아들었네요.좋은 연주고마워요. n진짜벙커가서들으면 너무 감동 받을 것 같아요.숨소리까지 들릴것만 같아요.소극장공연이 매력있죠.', '추미애님대권 도전하신다는 이유가 너무 감동입니다듣다가울컥했습니다n지금의답답한 이상태를명쾌하게 해결하실 것 같은 시원합니다응원합니다']"
45,즐기다,27,"['nn본인들마음에 안들면그파워로남죽이고괴롭히고진실을 가리는걸더즐기는 듯한 느낌을 많이 받습니다.대실망.', '내일부터병원로비에노인환자들이틀어놓고즐겨보는티비조선 엄성섭꿀꿀이얼굴안봐서속이시원하네요.영원히나오지 마라', '김용민채널즐겨듣는데넘길어서 부담되네요n이송원채널처럼n짧게짧게편집해주심좋겠습니다.']"
46,믿음,25,"['라이언일병구하기가떠오르네요한명을 구하는 것이 반대의 상황시 자신도구하러올것 이라는 믿음으로 임무를 수행할 수 있겠죠자기만살아남겠다 고 도망가면찾으러갈수도 없겠네요', '미담어쩌구저쩌구.개독에판사.서울대.진해.냥답나온다.그자리의 위중함을 아는 자는 아닌듯.사사로운믿음의증거로대권에??삶의궤적또한 가식이였으리라.', '추미애 대통령강추합니다.n이분은정말 믿음이갑니다.n이낙연은주변 인들이 잘못된길로인도하는 것이 아닌가 싶다.']"
47,편하다,24,"['언론개혁이 안 되니정치질도기레기들이 해대고.그러다 보니하위80재난지원금결정소식에깜빡속앗네여.n아예기레기를안보니눈은편하지만 유투부에서 흘러나오는 정보가귀로흘러들어오니괴롭네여.', '역시손문선은품이너무넉넉해.만나는 남자 가 너무너무편하고 좋겠다.몸짱이기만 하면.부산에몸짱아재라니까 나이도안듣고아재 라고 해도 오랜만에 가봐야겠다 고', '페미코인타서1급?2ㅡ30대 남자들이 노골적인 여성편한주의정책을 얼마나극혐하는지 모르나평생민주당만뽑앗지만 난앞으로 민주당 손절이다 페미당극혐']"
