from,to,depth,documents
민주당,개혁,2,"['조국은검찰개혁도 하고 혼자언론개혁도하고 있다n자신을희생하면서까지 개혁을 하고 있다n민주당이 신중만하고 있을 때혼자다하고 있다n이재명or추미애다음은조국일듯', '언론개혁법.중수청법이해충돌 방지법선거 전입법못하면빨리못하면 선거진다.민주당아200석있어도진다.지겹다.빈주당아글려다니지 마라.rn9.포털개혁법', '검찰개혁을 넘어이제는 언론개혁의선봉장이 되신조국장관님끝까지 지지합니다.n민주당은 정신차리고조국장관과 함께 나가라.']"
민주당,정신,2,"['민주당 내에서 김경율따위가거론된다는 것조차엽기다.n정신차려라민주당.조응천도얼른내보내라.n당대표하나잘못뽑아놓으니 이꼴나네.', '민주당이나견이정신차려라n민주당실망스러워도지금까지 지지하는 건n문통조국장관추장관님이재명지사계셔서지지하는 거다.', '징벌적손해배상죄를최강욱의원님이발의한 걸로입법해야 한다 고러더의김인수변호사님이자세히 설명하셨어요민주당 정신차리고 최강욱법안을 입법하세요 언론개혁을 빨리하십시요']"
민주당,열리다,2,"['열린 민주당도대선후보를 내야만합니다 민주당하는짓거리보면열불나죽겠네요.n최강욱대표님꼭나오셔서 민주당과경선하십시요.시작은미약하나나중에는창대하리라', '열린 민주당이선옥작가님을까다니요열린 민주당실망스럽네요여러모로 지지하고 있는데n이건실수를 아주크게 하셨네요', '박성민두개만얘기할게요n이래도 민주당 지지해야 하나요?n저도다음선거기권 입니다 국힘찍기는싫고.n아니어쩌면열린 민주당찍을수 있겠구나.']"
조국,교수,2,"['정 교수님과따님과아드님사랑합니다.힘내시고홧팅하세요 조장관님은혼자가 아닙니다.우리깨시민들이 도움을 드리고 함께 할 수 있도록 기회를 주신다면감사하겠습니다 우리가 조국이고 내가조국이다', '조국교수님정교수님딸아들에미안하지안나요고소해돈받으면 사회반환미쳤어요사회가뭐해줫나요가족이그고생을 했는데돈가지고 해결안돼겠지만 너무억울하지안나요강남에건물사서조민선생병원차려주세요', 'n정의는반드시승리합니다.n그렇지 않다면 인간세계의 앞날은n매우 불행할 것입니다.n그고통을 조금이라도 나눌 수 있었으면n 이글을 쓰는 것밖에n힘내십시요조국교수님가족여러분']"
조국,힘내다,2,"['조국장관님전화번호를 공개했다 고 요?n맘같아서는 조국의 시간잘읽고있고 앞으로도힘내시고잘버티시라고 문자드리고 싶네요', 'n정의는반드시승리합니다.n그렇지 않다면 인간세계의 앞날은n매우 불행할 것입니다.n그고통을 조금이라도 나눌 수 있었으면n 이글을 쓰는 것밖에n힘내십시요조국교수님가족여러분', '조국장관님은대한민국에서 가장청렴한분이라는 사실을 검찰을 통해 명명백백해졌습니다.이정도털어서범죄없는 사람이 있다는 것이 더신기할뿐입니다.조국전장관님힘내세요']"
조국,응원,2,"['조국장관님가족힘내세요.응원합니다.n언젠가는 고통받은모든 걸웃음으로 받게 될겁니다.n훌륭한 가족으로 국민에게 기억되고 있습니다.', '조국장관님응원합니다.구역질나지만 우파삼촌채널에가서오른쪽 상단세점을 눌러유튜브에 고발하고왔습니다.가짜뉴스와개인정보침해로', '조국님의미국 1억불소송을 응원합니다.순차적으로 조민님도1억불이병헌님도1억불변요한님도1억불총4억불소송갑시다.']"
국민,지원금,2,"['종합부동산세는상위 1들이욕한다고 무서워낮추더니제난지원금에서 결국 상위 20버리네민주당은저래서국힘당2중대소리를 듣는거다 국민들그만속이고 국민의 민주당으로 합당하세요', '응원합니다.홍남기부총리해임건의와전국민재난지원금국민청원올렸습니다.httpswww1.president.go.krpetitionstempxrnh77', '재난지원금을 지역화폐로보편지급을 촉구하는 청와대 국민청원이 올라왔습니다 홍남기공무원을 국민이탄핵합시다 많이 참여합시다']"
국민,재난,2,"['응원합니다.홍남기부총리해임건의와전국민재난지원금국민청원올렸습니다.httpswww1.president.go.krpetitionstempxrnh77', '재난지원금을 지역화폐로보편지급을 촉구하는 청와대 국민청원이 올라왔습니다 홍남기공무원을 국민이탄핵합시다 많이 참여합시다', '세금은 전국민에게 거두면서 선별하지 말고기왕주고자 하면코로나재난지원금은 전국민에게 모두주는 게 맞다고 봅니다.']"
국민,국가,2,"['민주당이 대선에승리할 필요충분조건을 선택한 것에 감사드립니다.n국가와 국민과문대통령과조국은 지켜질것을믿습니다.', '세상어려운줄모르고온갖특혜와기득권만누리고 살아온개종자들은 정치하면 안 된다.국가와 국민이 희생당한다', '전 국민재난지원금대신n죽창하나씩지급해주세요n민족과 국가의 자존감을 위해서소신껏사용할 수 있도록요']"
국민,정권,2,"['현 정권은 결정장애자들의 모입니다 자기들이 결정할 의무와권한을 가지고 있음에도 민심을.역풍을핑게로그책임을 국민들에게 전가해버립니다 현 정권은 대통령을 포함모두가 결정장애자들입니다', '반대되는 이야기좀올릴께무슨 말이냐면요홍남기을퇴출안시키면요국민의암당을도와주는 겁니다 두고보십시요그리고 민주당 의원들차기 정권안빼았길려면앞으로 정신바짝차리세요', '대통령이 정치를 잘못해서n아니라.야당과 언론이한통성이되어지금까지n국민을선동하여 문제인n정권을힘들게 만들어죠n반드시대승승리합시다']"
장관,국전,2,"['조국장관님은대한민국에서 가장청렴한분이라는 사실을 검찰을 통해 명명백백해졌습니다.이정도털어서범죄없는 사람이 있다는 것이 더신기할뿐입니다.조국전장관님힘내세요', '윤짜장감옥으로즉각보내거라이번 대통령은추미애다음은조국전장관님을추미애 대통령후계자로했으면함꼭그렇게됄것임추미애조국화이팅이재명씨는 검찰개혁물건너감깨시민냉정히생각잘하시길부탁합니다.', '조선총독부에소송하는 금액이 1000억이ㅠ아니라 10억이라는 게 그동안악한짓거리에 비해 너무작은금액아닌가요?조국전장관님미국에서는 1000억소송꼭하세요응원합니다']"
검찰,총장,2,"['홍준표가 이질문은꼭해주면 좋겟다.nn윤석열전검찰총장님아직도 검찰총장이 법무부 장관부하가아니라 생각하시나요?nn이질문해 도외통수아닐까 싶음', '감사원장검찰총장이 정치적 목적으로 얼마나 민주진영에고의적으로 해악을끼치고방해해왔는지 알 수 있다.중립적인척이라도 하던가.대놓고 정치색드러내고방해하고 국가발전에해를가했다.', '권력과욕심이얼굴에더덕더덕붙어 있는 정치검새.저런게검찰총장에 있었으니 검찰이검새가되버렸지.쯧쯧감옥갈감이지.']"
검찰,수사,2,"['수박들아기소청은안만들지?검찰개혁안하기로 했지?n검찰인사로퉁치려고?n갸들이짜장파몇명처리했다 고되는애들이니?n당장수사권을뺏어라', '제가소설을써보자면혹시검찰에서 누가 미리 알려준거아닐까요??출정식을 한이후에 기소사실이 드러나면윤석열에게 화살이돌아가니까 그전에미리수사사실알려줘서사임시킨거아닐까요??', '평론참거시기하네요.윤석열의조국수사는 검찰권을 이용한 정적을 제거입니다.이건국정조사와 특검을 통해서 진상을 규명해야 하는 국정농단입니다.해도 그만안해도 그만']"
추미애,지지,2,"['깨시민의 푸른깃발이된n추미애후보님.nn적극 지지합니다.nn사람이 높은n대한민국n사람의 존엄성을n높여주실추통령이n꼭되십시요.', '민주당 대선흥행위해선 이낙연퇴출시켸야경기도 민주당 지지할 가능성이n이낙연종로구나잘관리최선n민주당 경선이재명대추미애', '듣는내내위로를 많이 받았습니다.가장민주당스러운 대통령 후보는추미애라고 당당히외칩니다 끝까지 지지하겠습니다']"
추미애,대표,2,"['추미애전대표님법무장관님n넘단단해지셔서국민들곁으로 와주셔서 감사합니다.꼭경선에서 승리하셔서추미애의깃발을 높이들어주세요', '추미애전대표의노무현 대통령님을생각하시는 게흠뻑느껴져눈시울이뜨거워집니다n푸나님은인터뷰의천재추미애장관님도울게만드시네요', '추미애전대표님감사합니다.전봉준장군의대동세상을 만들분이오셨다.마치메시아께서오신기분이다.늘함께하며 그날을위해.끝으로 서성환변호사님께 감사드립니다.']"
추미애,존경,2,"['우리가 조국이다n추미애장관님존경합니다n박범계장관님존경합니다n대한민국문재인보유국', '알황님존경합니다 추미애장관님존경합니다 조국장관님존경합니다', '추미애전장관님정말존경합니다n이시대에 꼭 필요한 분이라 생각합니다n항상지지하고 응원많이 하겠습니다']"
나라,모르다,2,"['일본군을 상대로 총이없던동학농민군이대나무로 만든죽창으로 총든일본군을 상대로맨몸으로 나라를 지키기 위해 싸워야했던 우리조상들의그아픔을그비극을무식한9수도리도리윤석열은절대모른다', '우리나라언론의 자유가 세계top클라스다.n그런데언론의 신뢰성은바닥이란다.n무얼의미하는지 모르는 사람이 너무 많다.n그러니썩렬이가 아직건재한거지.', '특보.n국민의 의무군대도안가고n친구검사의 마누라이혼하고 결혼재혼자식없고.교육도 모르고n마누라국모나라망신이다n후손들에게.n.']"
나라,방송,2,"['우리나라에기자가 있긴한가요?nn그냥밥벌이하는 방송관련직장인 이상이하도아님', '박시영님방송 최고n우리추미애장군님이대통령이 되면 나라가태평하고', '이런 사람들이 방송을 하는 나라']"
나라,인간,2,"['윤석열집안사기의혹은모르는 사람이 없을 정도인더.그를지지하는 인간들이 문제지요.나라가 어떻게 되려고이모양인지', '조국전장관님가정을 이토록털어야 하니언론은 인간이 없는 나라에살고 있는 건가?너무도 한다', '야당은 없으면 더좋을텐데 있어봐야대통령식구만못살게구니n정말저런인간나라에쓰레기']"
나라,출마,2,"['다급해서출마가아니리.나라꼴을보니 이게아닌거같아서출마n그어떠한 형태의독재에 대한 저항', '어이없네.범죄를덮겠다 고 대선 출마한다고?이게인정이된다 고?이게 무슨나라냐?대한민국이 진정검찰공화국이네.더러우써글개검.', '홍준표당신은말할자격이 없는데n이런 사람이 대선에 출마한다니n이나라가염려가된다']"
