,pos_words,count,documents
52,이루어지다,8,"['윤석렬열등감쇼xa0평가채점점수1.내용타당성0점오늘기자회견의목적에 초점못맞추고 스스로 주의를 분산하며너무 많은 이야기를 쏟아내다보니질문에 만즌답변이 제대로 이루어지지 않음n2', '과도한 경쟁으로 친구를증오하지 않는 나라.꼭이루어지길.n내신과수행은반친구를 누르고 올라야하는 방식.n친구를친구로대할 수 있는 세상이오길.', '임은정검사님승진을축하드립니다.n조국전장관가정을쑥대밭으로 만들고억울하게 정경심교수님구속당한거에 대하여서는꼭재수가 이루어져야 합니다.']"
53,흥행,8,"['8개월 이나언론개혁미룬이낙연.이러고도흥행?n재보선참패원인은 누가뭐래도이낙연때문이다.n권리당 원게시판을똥파리로장악하고 당여론조작해서당권장악하고', '만주당에 요구합시다n기획단전원사퇴하라고.모든 방법으로 요구n흥행쇼가아니라 국정내용으로 치열하게싸워야', '민주당엔모지리들만있나보네어떻게 저런 사람들로 흥행을 할 생각을 할까?너무능력들이없네']"
54,어울리다,7,"['울태현기자님. n너무 멋지십니다 nn방송부적격??? n넘멋지고귀여워서부적격???n듬직하고 우직해서 적격 n헤어스타일멋지게 바뀌셨어요.n잘어울려요', '도리도리짱님은자격미달된것 같아요마음만앞서는 자정치는 아니고특수통에어울림', '역시추미애 대통령넘나어울리는 것n우리가 조국.추미애다이것들아']"
55,장학금,7,"['우리나라에잇는일본 간첩은일본문부성장학금받은 사람들이 거의다간첩이라는 데윤석열아버지가 일본문부성장학금1호엿지.그뿌리가 어디가겟어', '윤석렬아버지가 우리나라에서n최초로 일본으로 가서n장학금까지 받은 1호n유학생이라던데맞나요', '장학금 관련해서끝까지 문제를 밝혀책임을 묻고쳐벌해야 합니다.그게진정한 정의입니다.']"
56,품위,7,"['이렇게솔직담백하면서품위있는출마 선언을 기대하지 못했습니다 이지사의 연설은늘훌륭했지만뜨거웠는데 그럼에도 점점뜨거워지는 내가슴', '윤십원언변이나마누라언변이나품위나문구나흐름이 나듣기도짜증난다일본옹호하는꼬라지하고는한심하다', '왜 그렇게머릴흔드는 지보는n사람정신없다 대통령이 된다면머리흔드는 대통렁n품위없다']"
57,반갑다,7,"['순둥이조국교수님께서 조금독해지고 더욱이 정치적모습을 보여주고 있어서반갑습니다.n언젠가 대통령이 되신모습을 그려봅니다', '재방보는데좋은분들다모이셨네요특히양희삼목사님넘반가워요', '이탄희의원님반갑습니다 건강은괞찬으신지요?건강하세요']"
58,빠르다,7,"['나가서 사회적응하는 게빠르지 않나?돈많으면검사지위누리면서 세월아내월아하면서혹시좋은세월오면운좋게한자리하고.이도저도아니면빨리나가서야생에서 적응빨리하는 것이 좋을거같은데', '주식하는 사람들눈치하나는 정말빠른데거기서도버린거보면완전출마 선언폭망.아무내용도 없이 국민들속이기기에 급급한일방적인 자기주장뿐이고초딩만도못한출마 선언', '주제에 맞게빠르게 진행해주세요n패널분들시픈웃음짓지n마시고 개인사인사성으로n시간을허비안했으면n전그사이에당신유튜브에서n나갑니다n참조하시길']"
59,인기,7,"['이놈이이대남등적폐들에게 인기를 유지하고 있다는 게 문제다.어떻게 해야 이대남들이 지지를철회할 것인지?묘안은?', '이낙엽은인기가 없고n막판추격은추미애장관이 다n인기급상승', '신변먹방유튜브해도인기짱']"
60,믿음,6,"['문재인데통령의맥을 이을분추미애내믿음이 확고해졌습니다.끝까지응원하겠습니다', '하지만 할 수 있다는 믿음으로 귀결되는.', '푸나나님의 방송듣고얼마나믿어게요조국장관님생각하면 가슴칮어져요현실성있게 방송해저요총선때도그렇고요총선끝나고 난 후뉴스를안봐요그러니더먹먹하지만 62살의여인네가회의가오네요새날의식구님들도머리뚜겅열리것지만 시사를네티즌분들의 믿음을갓도록 해주십시요']"
61,올바르다,6,"['검찰개혁뿐만 아니라 사법개혁이 시급하다는 것을n나타낸사건이다.n판사들이 올바른판단을 해왔다 면검사들이 함부로 사건을 조작하지는 못했을 것.', '조국전장관님제발소송거세요.그래야다른 언론들도 정신차리고 국민들에게 올바르지 않겠어요.', '자기식구들은 다봐주고정책만.올바르다 고 대통령이 됩니까']"
62,대가,6,"['멧돼지는 구속당할겨n절대마음먹은것절대 안됨n국민들이 바보는아닌 이상양아치를청아대가n갈곳은아니다n멧돼지를 때려잡아라', '윤석열지켜보겠다nn정치에 대한 무관심의가장 큰대가는 가장 저질스런인간들에게 지배당하는 것이다n플라톤', '대톨령출마 선언함각종가족관련범죄수사못하게 할려는n꼼수있듯.잔머리대가']"
63,완성,6,"['유지여사를버려라?n유지여사도.제2의최서원도.결국윤서방파두목이아니였으면n범죄완성이 안됐음.따라서 유지여사', '추미애 대통령님은개혁을 완성하여 그동안 보수정권이망쳐놓은언론', '이낙연이는 사면애기했을 때n끝나는 것이요n검찰개혁은완성해야']"
64,찬양,6,"['죽창가만부르다가 한국이망했다혐한을하며 일본을찬양한걸보면 알수 있는 내용인데.nn일본을부흥시키려고.일제불매운동금지하고', '일본신문에서 윤짜장찬양하고 난리난걸보면분명히답이나온다하긴압니지가', '난리안났어요.n종편방송들n모두가찬양뉴스입니다.']"
65,친하다,6,"['대선 기획단강훈식모지리냐n김성수는 사적으로 친하면괜찮다는 겁니까.n국민면접관이면민주당진영유튜버운영자를 모시는 게 맞지요', '친일을숭일로바꿉시다.n저들은 일본과친하고자 하는 게 아니라n일본을숭배하고자 하는 겁니다.', '친하고']"
66,안정,5,"['윤석열은검찰입니다.검찰이 나쁜 것은뭐아닙니다 만조국진행 사건과 비리를 보면 그는 좋은 사람이 아닙니다.우리에게 필요한 것은 선택적정의가 아닌행정가의민생안정입니다', '조국장관님생각하면 항상가슴이 아프네요 어떻게 도리도리로불안정증세를 보이는저런것들이 선진국10위권 내에 있는 국가의 대권 후보로 나오는 지도안타깝구', '추미애님의균형잡힌시각과강단있는 모습이 대통령되면안정적으로 국가를잘이끌 것이다.n이재명도좋으나웬지불안하다.']"
67,바로잡다,5,"['검찰개혁언론개혁.언론사들.가짜뉴스악이적인 보도허이보도징벌적손혜배상입법하고 농락하는 언론기레기들.모조리박멸국가기강을바로잡아주십시요검수완박검수분리우리가 조국이다 우리가 이긴다', '귀향봤어요 전위안부관련 영화는다찾아봐요애들한테도권하구요가슴 아픈역사는반복되면안 되며 또한무엇보다 일본의 역사왜곡을바로잡는데 백성이앞장서야죠', '그런분있습니다n허경영총재님을n다뤄주시요n나라를 바로잡아국민을n살리실분입니다']"
68,고르다,5,"['윤석열이가적폐들폭망시키려일부러n일본두둔한거같다n죽수는얘기만골라서하고 있으니.n윤봉길의사님n대성통곡하실겁니다n친일파후손윤석열n구속이답이다n조.중.동해체', '일본과 실용외교얘기할거였음장소잘못골랐다.설마위안부 할머니방문계획도있나?역겹다.진짜공감 능력 없다.평생대접받고살았으니당연할테지만', '윤십원양아치.하는짓마다욕쳐들을짓만골라하네???n니가그모자쓴다고.뭔또양아치짓을할라고???']"
69,전문가,5,"['우리 미애누님사주한번봅시다.제가.책을좀봐서.아미애누님이넘좋은데.어쩌죠?도리도리는 안되요.나법률전문가인데.', 'n지엽적인플레이로 일관한다.n경제전문가로 내세우면서', '또전문가들추천부탁해요n댓글주세용']"
70,호감,5,"['중도도머리가돈이상모지리안찍을겁니다 인상부터완전비호감말한마디만해도 대통령되면 국제망신입니다', '엄성섭? n볼때마다비호감.채널저런게앵커라니', '어우배현진진짜비호감.n막말로뜨고싶어환장관종']"
71,편안,5,"['감사감사드립니다n새날에서 감탄하고 시형상자에서 즐겁고 편안했습니다 물론선언시인내천느낌을 받았습니다 동학본향경주와농민혁명의 활동본거지전주와본인생활반경이 가까웠으리라 생각해봅니다', '국찜쪽에서 윤뚱장버리고 다른 후보미는 시기가 일러질수록좋을건없음.만약윤뚱장이 대선후보가 되면민주진영은 훨씬편안하다', '아눈물나요ㅠㅠ좃선욕이란욕은다해주고 싶고n우리장관님.하루빨리편안한삶으로 돌아오셨으면 좋겠어요']"
